Pale;Alpha;x;y;z;Lutning;L;Insp;Emodul;Gmodul;Area;Ix;kv;bx;by;kd;Le;LastId;N;Mx;My;Mmax;ZMmax;Teta;T;Vx;Vy;Vmax;ZVmax;dx;dy;dz;rx;ry;rz;krddz;δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;28;1171,97;0,00;0,00;92,45;0,00;0,00;0,00;142,05;-13,33;142,67;0,00;30,40;-2,85;9,74;0,00;0,00;0,00;0,50;30,40;23,03;16,34;10,70;6,23;2,92;0,62;-0,85;-1,66;-2,00;-2,01;-1,83;-1,55;-1,22;-0,91;-0,63;-0,40;-0,23;-0,09;-0,01;0,05;0,08;0,09;0,09;0,08;0,06;0,05;0,04;0,02;0,02;0,01;-2,85;-2,16;-1,53;-1,00;-0,59;-0,27;-0,06;0,08;0,16;0,19;0,19;0,17;0,15;0,11;0,09;0,06;0,04;0,02;0,01;0,00;0,00;-0,01;-0,01;-0,01;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;-5,15;-7,81;-8,69;-8,39;-7,42;-6,11;-4,73;-3,44;-2,33;-1,42;-0,74;-0,25;0,07;0,26;0,35;0,38;0,35;0,31;0,25;0,19;0,13;0,09;0,05;0,03;0,01;-0,01;-0,01;-0,02;-0,02;-0,01;0,00;-54,92;-83,21;-92,55;-89,43;-79,01;-65,12;-50,44;-36,68;-24,79;-15,17;-7,85;-2,64;0,79;2,81;3,78;4,01;3,76;3,26;2,64;2,01;1,43;0,95;0,56;0,27;0,07;-0,06;-0,14;-0,17;-0,17;-0,16;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;29;1022,44;0,00;0,00;32,90;0,00;0,00;0,00;47,30;18,42;50,76;0,00;10,12;3,94;8,50;0,00;0,00;0,00;0,50;10,12;7,67;5,44;3,56;2,08;0,97;0,21;-0,28;-0,55;-0,67;-0,67;-0,61;-0,51;-0,41;-0,30;-0,21;-0,13;-0,07;-0,03;0,00;0,02;0,03;0,03;0,03;0,03;0,02;0,02;0,01;0,01;0,01;0,00;3,94;2,99;2,12;1,39;0,81;0,38;0,08;-0,11;-0,22;-0,26;-0,26;-0,24;-0,20;-0,16;-0,12;-0,08;-0,05;-0,03;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;7,12;10,79;12,00;11,60;10,25;8,44;6,54;4,76;3,21;1,97;1,02;0,34;-0,10;-0,36;-0,49;-0,52;-0,49;-0,42;-0,34;-0,26;-0,19;-0,12;-0,07;-0,03;-0,01;0,01;0,02;0,02;0,02;0,02;0,00;-18,29;-27,71;-30,82;-29,78;-26,31;-21,69;-16,80;-12,22;-8,26;-5,05;-2,62;-0,88;0,26;0,94;1,26;1,33;1,25;1,08;0,88;0,67;0,48;0,32;0,19;0,09;0,02;-0,02;-0,05;-0,06;-0,06;-0,05;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;30;1389,96;0,00;0,00;26,48;0,00;0,00;0,00;21,16;34,96;40,87;0,00;4,53;7,48;11,55;0,00;0,00;0,00;0,50;4,53;3,43;2,43;1,59;0,93;0,43;0,09;-0,13;-0,25;-0,30;-0,30;-0,27;-0,23;-0,18;-0,14;-0,09;-0,06;-0,03;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;7,48;5,67;4,02;2,63;1,53;0,72;0,15;-0,21;-0,41;-0,49;-0,50;-0,45;-0,38;-0,30;-0,22;-0,16;-0,10;-0,06;-0,02;0,00;0,01;0,02;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;0,00;13,52;20,48;22,78;22,01;19,45;16,03;12,42;9,03;6,10;3,73;1,93;0,65;-0,19;-0,69;-0,93;-0,99;-0,93;-0,80;-0,65;-0,49;-0,35;-0,23;-0,14;-0,07;-0,02;0,02;0,03;0,04;0,04;0,04;0,00;-8,18;-12,40;-13,79;-13,32;-11,77;-9,70;-7,51;-5,46;-3,69;-2,26;-1,17;-0,39;0,12;0,42;0,56;0,60;0,56;0,49;0,39;0,30;0,21;0,14;0,08;0,04;0,01;-0,01;-0,02;-0,03;-0,03;-0,02;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;31;1331,08;0,00;0,00;29,49;0,00;0,00;0,00;38,23;24,68;45,50;0,00;8,18;5,28;11,06;0,00;0,00;0,00;0,50;8,18;6,20;4,40;2,88;1,68;0,79;0,17;-0,23;-0,45;-0,54;-0,54;-0,49;-0,42;-0,33;-0,25;-0,17;-0,11;-0,06;-0,03;0,00;0,01;0,02;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;5,28;4,00;2,84;1,86;1,08;0,51;0,11;-0,15;-0,29;-0,35;-0,35;-0,32;-0,27;-0,21;-0,16;-0,11;-0,07;-0,04;-0,02;0,00;0,01;0,01;0,02;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;9,54;14,46;16,08;15,54;13,73;11,31;8,76;6,37;4,31;2,64;1,36;0,46;-0,14;-0,49;-0,66;-0,70;-0,65;-0,57;-0,46;-0,35;-0,25;-0,16;-0,10;-0,05;-0,01;0,01;0,02;0,03;0,03;0,03;0,00;-14,78;-22,39;-24,91;-24,07;-21,26;-17,53;-13,58;-9,87;-6,67;-4,08;-2,11;-0,71;0,21;0,76;1,02;1,08;1,01;0,88;0,71;0,54;0,39;0,25;0,15;0,07;0,02;-0,02;-0,04;-0,05;-0,05;-0,04;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;32;1321,83;0,00;0,00;29,34;0,00;0,00;0,00;27,50;35,97;45,28;0,00;5,89;7,70;10,99;0,00;0,00;0,00;0,50;5,89;4,46;3,16;2,07;1,21;0,57;0,12;-0,16;-0,32;-0,39;-0,39;-0,35;-0,30;-0,24;-0,18;-0,12;-0,08;-0,04;-0,02;0,00;0,01;0,02;0,02;0,02;0,01;0,01;0,01;0,01;0,00;0,00;0,00;7,70;5,83;4,14;2,71;1,58;0,74;0,16;-0,21;-0,42;-0,51;-0,51;-0,46;-0,39;-0,31;-0,23;-0,16;-0,10;-0,06;-0,02;0,00;0,01;0,02;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;0,00;13,91;21,07;23,43;22,64;20,01;16,49;12,77;9,29;6,28;3,84;1,99;0,67;-0,20;-0,71;-0,96;-1,01;-0,95;-0,82;-0,67;-0,51;-0,36;-0,24;-0,14;-0,07;-0,02;0,02;0,03;0,04;0,04;0,04;0,00;-10,63;-16,11;-17,92;-17,32;-15,30;-12,61;-9,77;-7,10;-4,80;-2,94;-1,52;-0,51;0,15;0,54;0,73;0,78;0,73;0,63;0,51;0,39;0,28;0,18;0,11;0,05;0,01;-0,01;-0,03;-0,03;-0,03;-0,03;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;33;1686,29;0,00;0,00;38,94;0,00;0,00;0,00;46,06;38,58;60,09;0,00;9,86;8,26;14,02;0,00;0,00;0,00;0,50;9,86;7,47;5,30;3,47;2,02;0,95;0,20;-0,27;-0,54;-0,65;-0,65;-0,59;-0,50;-0,40;-0,30;-0,21;-0,13;-0,07;-0,03;0,00;0,02;0,03;0,03;0,03;0,02;0,02;0,02;0,01;0,01;0,00;0,00;8,26;6,26;4,44;2,91;1,69;0,79;0,17;-0,23;-0,45;-0,54;-0,55;-0,50;-0,42;-0,33;-0,25;-0,17;-0,11;-0,06;-0,03;0,00;0,01;0,02;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;0,00;14,92;22,60;25,14;24,29;21,46;17,69;13,70;9,96;6,73;4,12;2,13;0,72;-0,22;-0,76;-1,03;-1,09;-1,02;-0,88;-0,72;-0,55;-0,39;-0,26;-0,15;-0,07;-0,02;0,02;0,04;0,05;0,05;0,04;0,00;-17,81;-26,98;-30,01;-29,00;-25,62;-21,12;-16,36;-11,90;-8,04;-4,92;-2,55;-0,86;0,26;0,91;1,22;1,30;1,22;1,06;0,86;0,65;0,46;0,31;0,18;0,09;0,02;-0,02;-0,04;-0,05;-0,06;-0,05;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;34;1374,72;0,00;0,00;29,91;0,00;0,00;0,00;20,50;41,36;46,16;0,00;4,39;8,85;11,43;0,00;0,00;0,00;0,50;4,39;3,32;2,36;1,54;0,90;0,42;0,09;-0,12;-0,24;-0,29;-0,29;-0,26;-0,22;-0,18;-0,13;-0,09;-0,06;-0,03;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;8,85;6,70;4,76;3,11;1,82;0,85;0,18;-0,25;-0,48;-0,58;-0,59;-0,53;-0,45;-0,36;-0,27;-0,18;-0,12;-0,07;-0,03;0,00;0,01;0,02;0,03;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;0,00;15,99;24,23;26,95;26,04;23,00;18,96;14,69;10,68;7,22;4,42;2,29;0,77;-0,23;-0,82;-1,10;-1,17;-1,10;-0,95;-0,77;-0,59;-0,42;-0,28;-0,16;-0,08;-0,02;0,02;0,04;0,05;0,05;0,05;0,00;-7,93;-12,01;-13,36;-12,91;-11,40;-9,40;-7,28;-5,29;-3,58;-2,19;-1,13;-0,38;0,11;0,41;0,55;0,58;0,54;0,47;0,38;0,29;0,21;0,14;0,08;0,04;0,01;-0,01;-0,02;-0,02;-0,02;-0,02;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;35;1009,64;0,00;0,00;38,94;0,00;0,00;0,00;59,86;5,24;60,09;0,00;12,81;1,12;8,39;0,00;0,00;0,00;0,50;12,81;9,70;6,88;4,51;2,63;1,23;0,26;-0,36;-0,70;-0,84;-0,85;-0,77;-0,65;-0,52;-0,38;-0,27;-0,17;-0,09;-0,04;0,00;0,02;0,03;0,04;0,04;0,03;0,03;0,02;0,02;0,01;0,01;0,00;1,12;0,85;0,60;0,39;0,23;0,11;0,02;-0,03;-0,06;-0,07;-0,07;-0,07;-0,06;-0,05;-0,03;-0,02;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,03;3,07;3,41;3,30;2,91;2,40;1,86;1,35;0,91;0,56;0,29;0,10;-0,03;-0,10;-0,14;-0,15;-0,14;-0,12;-0,10;-0,07;-0,05;-0,03;-0,02;-0,01;0,00;0,00;0,01;0,01;0,01;0,01;0,00;-23,14;-35,06;-39,00;-37,69;-33,29;-27,44;-21,26;-15,46;-10,45;-6,39;-3,31;-1,11;0,33;1,18;1,59;1,69;1,59;1,37;1,11;0,85;0,60;0,40;0,24;0,11;0,03;-0,03;-0,06;-0,07;-0,07;-0,07;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;36;1081,94;0,00;0,00;49,35;0,00;0,00;0,00;75,75;7,88;76,16;0,00;16,21;1,69;8,99;0,00;0,00;0,00;0,50;16,21;12,28;8,71;5,70;3,32;1,56;0,33;-0,45;-0,89;-1,07;-1,07;-0,98;-0,82;-0,65;-0,49;-0,34;-0,22;-0,12;-0,05;0,00;0,03;0,04;0,05;0,05;0,04;0,03;0,03;0,02;0,01;0,01;0,00;1,69;1,28;0,91;0,59;0,35;0,16;0,03;-0,05;-0,09;-0,11;-0,11;-0,10;-0,09;-0,07;-0,05;-0,04;-0,02;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,05;4,62;5,14;4,96;4,38;3,61;2,80;2,04;1,38;0,84;0,44;0,15;-0,04;-0,16;-0,21;-0,22;-0,21;-0,18;-0,15;-0,11;-0,08;-0,05;-0,03;-0,01;0,00;0,00;0,01;0,01;0,01;0,01;0,00;-29,29;-44,37;-49,35;-47,69;-42,13;-34,73;-26,90;-19,56;-13,22;-8,09;-4,19;-1,41;0,42;1,50;2,01;2,14;2,01;1,74;1,41;1,07;0,76;0,50;0,30;0,14;0,04;-0,03;-0,07;-0,09;-0,09;-0,08;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;37;1181,33;0,00;0,00;73,29;0,00;0,00;0,00;113,09;0,07;113,09;0,00;24,20;0,02;9,82;0,00;0,00;0,00;0,50;24,20;18,33;13,01;8,52;4,96;2,32;0,49;-0,67;-1,32;-1,59;-1,60;-1,46;-1,23;-0,97;-0,73;-0,50;-0,32;-0,18;-0,08;0,00;0,04;0,06;0,07;0,07;0,06;0,05;0,04;0,03;0,02;0,01;0,01;0,02;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,04;0,05;0,04;0,04;0,03;0,02;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-43,73;-66,25;-73,68;-71,20;-62,90;-51,85;-40,16;-29,21;-19,74;-12,08;-6,25;-2,10;0,63;2,24;3,01;3,19;3,00;2,59;2,10;1,60;1,14;0,75;0,44;0,21;0,05;-0,05;-0,11;-0,13;-0,14;-0,13;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;38;1054,20;0,00;0,00;30,32;0,00;0,00;0,00;41,13;22,30;46,78;0,00;8,80;4,77;8,76;0,00;0,00;0,00;0,50;8,80;6,67;4,73;3,10;1,81;0,84;0,18;-0,25;-0,48;-0,58;-0,58;-0,53;-0,45;-0,35;-0,26;-0,18;-0,12;-0,07;-0,03;0,00;0,01;0,02;0,03;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;4,77;3,62;2,56;1,68;0,98;0,46;0,10;-0,13;-0,26;-0,31;-0,32;-0,29;-0,24;-0,19;-0,14;-0,10;-0,06;-0,04;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;8,62;13,06;14,53;14,04;12,40;10,22;7,92;5,76;3,89;2,38;1,23;0,41;-0,12;-0,44;-0,59;-0,63;-0,59;-0,51;-0,41;-0,32;-0,23;-0,15;-0,09;-0,04;-0,01;0,01;0,02;0,03;0,03;0,02;0,00;-15,90;-24,09;-26,79;-25,89;-22,88;-18,85;-14,61;-10,62;-7,18;-4,39;-2,27;-0,76;0,23;0,81;1,09;1,16;1,09;0,94;0,76;0,58;0,42;0,27;0,16;0,08;0,02;-0,02;-0,04;-0,05;-0,05;-0,05;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;39;1601,41;0,00;0,00;75,29;0,00;0,00;0,00;116,18;-1,73;116,20;0,00;24,86;-0,37;13,31;0,00;0,00;0,00;0,50;24,86;18,83;13,36;8,75;5,10;2,39;0,50;-0,69;-1,36;-1,63;-1,65;-1,50;-1,26;-1,00;-0,75;-0,52;-0,33;-0,18;-0,08;0,00;0,04;0,06;0,07;0,07;0,06;0,05;0,04;0,03;0,02;0,01;0,01;-0,37;-0,28;-0,20;-0,13;-0,08;-0,04;-0,01;0,01;0,02;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,67;-1,02;-1,13;-1,09;-0,96;-0,79;-0,62;-0,45;-0,30;-0,19;-0,10;-0,03;0,01;0,03;0,05;0,05;0,05;0,04;0,03;0,02;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-44,92;-68,06;-75,69;-73,15;-64,62;-53,26;-41,26;-30,00;-20,28;-12,41;-6,42;-2,16;0,65;2,30;3,09;3,28;3,08;2,66;2,16;1,64;1,17;0,77;0,46;0,22;0,05;-0,05;-0,11;-0,14;-0,14;-0,13;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;40;1115,58;0,00;0,00;29,75;0,00;0,00;0,00;40,02;22,50;45,91;0,00;8,56;4,81;9,27;0,00;0,00;0,00;0,50;8,56;6,49;4,60;3,01;1,76;0,82;0,17;-0,24;-0,47;-0,56;-0,57;-0,52;-0,44;-0,34;-0,26;-0,18;-0,11;-0,06;-0,03;0,00;0,01;0,02;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;4,81;3,65;2,59;1,69;0,99;0,46;0,10;-0,13;-0,26;-0,32;-0,32;-0,29;-0,24;-0,19;-0,14;-0,10;-0,06;-0,04;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;8,70;13,18;14,66;14,16;12,51;10,31;7,99;5,81;3,93;2,40;1,24;0,42;-0,13;-0,45;-0,60;-0,63;-0,60;-0,52;-0,42;-0,32;-0,23;-0,15;-0,09;-0,04;-0,01;0,01;0,02;0,03;0,03;0,02;0,00;-15,47;-23,44;-26,07;-25,19;-22,26;-18,35;-14,21;-10,33;-6,98;-4,27;-2,21;-0,74;0,22;0,79;1,06;1,13;1,06;0,92;0,74;0,57;0,40;0,27;0,16;0,08;0,02;-0,02;-0,04;-0,05;-0,05;-0,04;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;41;1431,27;0,00;0,00;88,13;0,00;0,00;0,00;135,27;-14,01;136,00;0,00;28,95;-3,00;11,90;0,00;0,00;0,00;0,50;28,95;21,93;15,56;10,19;5,94;2,78;0,59;-0,81;-1,58;-1,90;-1,92;-1,74;-1,47;-1,17;-0,87;-0,60;-0,38;-0,21;-0,09;-0,01;0,05;0,07;0,08;0,08;0,07;0,06;0,05;0,03;0,02;0,01;0,01;-3,00;-2,27;-1,61;-1,05;-0,61;-0,29;-0,06;0,08;0,16;0,20;0,20;0,18;0,15;0,12;0,09;0,06;0,04;0,02;0,01;0,00;0,00;-0,01;-0,01;-0,01;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;-5,42;-8,21;-9,13;-8,82;-7,79;-6,42;-4,97;-3,62;-2,44;-1,50;-0,77;-0,26;0,08;0,28;0,37;0,39;0,37;0,32;0,26;0,20;0,14;0,09;0,06;0,03;0,01;-0,01;-0,01;-0,02;-0,02;-0,02;0,00;-52,30;-79,24;-88,13;-85,17;-75,24;-62,02;-48,04;-34,93;-23,61;-14,45;-7,48;-2,52;0,75;2,68;3,60;3,81;3,58;3,10;2,51;1,91;1,37;0,90;0,53;0,26;0,06;-0,06;-0,13;-0,16;-0,16;-0,15;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;42;945,45;0,00;0,00;38,87;0,00;0,00;0,00;59,11;10,22;59,99;0,00;12,65;2,19;7,86;0,00;0,00;0,00;0,50;12,65;9,58;6,80;4,45;2,59;1,21;0,26;-0,35;-0,69;-0,83;-0,84;-0,76;-0,64;-0,51;-0,38;-0,26;-0,17;-0,09;-0,04;0,00;0,02;0,03;0,04;0,04;0,03;0,03;0,02;0,01;0,01;0,01;0,00;2,19;1,66;1,18;0,77;0,45;0,21;0,04;-0,06;-0,12;-0,14;-0,14;-0,13;-0,11;-0,09;-0,07;-0,05;-0,03;-0,02;-0,01;0,00;0,00;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,95;5,99;6,66;6,44;5,69;4,69;3,63;2,64;1,78;1,09;0,57;0,19;-0,06;-0,20;-0,27;-0,29;-0,27;-0,23;-0,19;-0,14;-0,10;-0,07;-0,04;-0,02;0,00;0,00;0,01;0,01;0,01;0,01;0,00;-22,85;-34,62;-38,51;-37,21;-32,88;-27,10;-20,99;-15,26;-10,32;-6,31;-3,27;-1,10;0,33;1,17;1,57;1,67;1,57;1,36;1,10;0,84;0,60;0,39;0,23;0,11;0,03;-0,03;-0,06;-0,07;-0,07;-0,07;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;43;1444,11;0,00;0,00;71,54;0,00;0,00;0,00;110,31;-4,29;110,40;0,00;23,61;-0,92;12,00;0,00;0,00;0,00;0,50;23,61;17,88;12,69;8,31;4,84;2,27;0,48;-0,66;-1,29;-1,55;-1,56;-1,42;-1,20;-0,95;-0,71;-0,49;-0,31;-0,17;-0,07;0,00;0,04;0,06;0,07;0,07;0,06;0,05;0,04;0,03;0,02;0,01;0,01;-0,92;-0,70;-0,49;-0,32;-0,19;-0,09;-0,02;0,03;0,05;0,06;0,06;0,06;0,05;0,04;0,03;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1,66;-2,51;-2,80;-2,70;-2,39;-1,97;-1,52;-1,11;-0,75;-0,46;-0,24;-0,08;0,02;0,08;0,11;0,12;0,11;0,10;0,08;0,06;0,04;0,03;0,02;0,01;0,00;0,00;0,00;-0,01;-0,01;0,00;0,00;-42,65;-64,62;-71,87;-69,45;-61,36;-50,57;-39,18;-28,49;-19,25;-11,78;-6,10;-2,05;0,61;2,18;2,93;3,11;2,92;2,53;2,05;1,56;1,11;0,73;0,43;0,21;0,05;-0,05;-0,11;-0,13;-0,13;-0,12;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;44;951,60;0,00;0,00;33,06;0,00;0,00;0,00;48,53;15,75;51,02;0,00;10,39;3,37;7,91;0,00;0,00;0,00;0,50;10,39;7,87;5,58;3,65;2,13;1,00;0,21;-0,29;-0,57;-0,68;-0,69;-0,63;-0,53;-0,42;-0,31;-0,22;-0,14;-0,08;-0,03;0,00;0,02;0,03;0,03;0,03;0,03;0,02;0,02;0,01;0,01;0,01;0,00;3,37;2,55;1,81;1,19;0,69;0,32;0,07;-0,09;-0,18;-0,22;-0,22;-0,20;-0,17;-0,14;-0,10;-0,07;-0,04;-0,02;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;6,09;9,23;10,26;9,92;8,76;7,22;5,59;4,07;2,75;1,68;0,87;0,29;-0,09;-0,31;-0,42;-0,44;-0,42;-0,36;-0,29;-0,22;-0,16;-0,10;-0,06;-0,03;-0,01;0,01;0,02;0,02;0,02;0,02;0,00;-18,76;-28,43;-31,62;-30,55;-26,99;-22,25;-17,24;-12,53;-8,47;-5,18;-2,68;-0,90;0,27;0,96;1,29;1,37;1,29;1,11;0,90;0,69;0,49;0,32;0,19;0,09;0,02;-0,02;-0,05;-0,06;-0,06;-0,05;
10;180,00;-3,90;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;45;1375,62;0,00;0,00;76,70;0,00;0,00;0,00;118,00;-9,23;118,36;0,00;25,25;-1,98;11,43;0,00;0,00;0,00;0,50;25,25;19,13;13,57;8,88;5,18;2,42;0,51;-0,70;-1,38;-1,66;-1,67;-1,52;-1,28;-1,02;-0,76;-0,53;-0,34;-0,19;-0,08;0,00;0,04;0,06;0,07;0,07;0,06;0,05;0,04;0,03;0,02;0,01;0,01;-1,98;-1,50;-1,06;-0,70;-0,41;-0,19;-0,04;0,06;0,11;0,13;0,13;0,12;0,10;0,08;0,06;0,04;0,03;0,01;0,01;0,00;0,00;-0,01;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-3,57;-5,41;-6,02;-5,81;-5,14;-4,23;-3,28;-2,38;-1,61;-0,99;-0,51;-0,17;0,05;0,18;0,25;0,26;0,24;0,21;0,17;0,13;0,09;0,06;0,04;0,02;0,00;0,00;-0,01;-0,01;-0,01;-0,01;0,00;-45,62;-69,12;-76,88;-74,29;-65,63;-54,10;-41,90;-30,47;-20,59;-12,60;-6,52;-2,19;0,66;2,34;3,14;3,33;3,13;2,71;2,19;1,67;1,19;0,79;0,46;0,22;0,05;-0,05;-0,11;-0,14;-0,14;-0,13;
