Pale;Alpha;x;y;z;Lutning;L;Insp;Emodul;Gmodul;Area;Ix;kv;bx;by;kd;Le;LastId;N;Mx;My;Mmax;ZMmax;Teta;T;Vx;Vy;Vmax;ZVmax;dx;dy;dz;rx;ry;rz;krddz;δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;38;1063,82;0,00;0,00;30,35;0,00;0,00;0,00;41,18;22,30;46,83;0,00;8,81;4,77;8,84;0,00;0,00;0,00;0,50;8,81;6,68;4,74;3,10;1,81;0,85;0,18;-0,25;-0,48;-0,58;-0,58;-0,53;-0,45;-0,35;-0,26;-0,18;-0,12;-0,07;-0,03;0,00;0,01;0,02;0,03;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;4,77;3,62;2,56;1,68;0,98;0,46;0,10;-0,13;-0,26;-0,31;-0,32;-0,29;-0,24;-0,19;-0,14;-0,10;-0,06;-0,04;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;8,62;13,06;14,53;14,04;12,40;10,22;7,92;5,76;3,89;2,38;1,23;0,41;-0,12;-0,44;-0,59;-0,63;-0,59;-0,51;-0,41;-0,32;-0,23;-0,15;-0,09;-0,04;-0,01;0,01;0,02;0,03;0,03;0,02;0,00;-15,92;-24,12;-26,83;-25,93;-22,91;-18,88;-14,62;-10,63;-7,19;-4,40;-2,28;-0,77;0,23;0,82;1,09;1,16;1,09;0,94;0,76;0,58;0,42;0,27;0,16;0,08;0,02;-0,02;-0,04;-0,05;-0,05;-0,05;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;39;1539,41;0,00;0,00;81,71;0,00;0,00;0,00;126,08;-1,73;126,09;0,00;26,98;-0,37;12,79;0,00;0,00;0,00;0,50;26,98;20,44;14,50;9,49;5,53;2,59;0,55;-0,75;-1,47;-1,77;-1,79;-1,63;-1,37;-1,09;-0,81;-0,56;-0,36;-0,20;-0,08;-0,01;0,04;0,07;0,08;0,08;0,07;0,06;0,04;0,03;0,02;0,01;0,01;-0,37;-0,28;-0,20;-0,13;-0,08;-0,04;-0,01;0,01;0,02;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,67;-1,02;-1,13;-1,09;-0,96;-0,79;-0,62;-0,45;-0,30;-0,19;-0,10;-0,03;0,01;0,03;0,05;0,05;0,05;0,04;0,03;0,02;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-48,75;-73,86;-82,14;-79,38;-70,13;-57,80;-44,78;-32,56;-22,00;-13,46;-6,97;-2,34;0,70;2,50;3,35;3,56;3,34;2,89;2,34;1,78;1,27;0,84;0,50;0,24;0,06;-0,06;-0,12;-0,15;-0,15;-0,14;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;40;1097,17;0,00;0,00;29,62;0,00;0,00;0,00;39,79;22,50;45,71;0,00;8,51;4,81;9,12;0,00;0,00;0,00;0,50;8,51;6,45;4,58;3,00;1,75;0,82;0,17;-0,24;-0,46;-0,56;-0,56;-0,51;-0,43;-0,34;-0,26;-0,18;-0,11;-0,06;-0,03;0,00;0,01;0,02;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;4,81;3,65;2,59;1,69;0,99;0,46;0,10;-0,13;-0,26;-0,32;-0,32;-0,29;-0,24;-0,19;-0,14;-0,10;-0,06;-0,04;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;8,70;13,18;14,66;14,16;12,51;10,31;7,99;5,81;3,93;2,40;1,24;0,42;-0,13;-0,45;-0,60;-0,63;-0,60;-0,52;-0,42;-0,32;-0,23;-0,15;-0,09;-0,04;-0,01;0,01;0,02;0,03;0,03;0,02;0,00;-15,38;-23,31;-25,92;-25,05;-22,13;-18,24;-14,13;-10,27;-6,94;-4,25;-2,20;-0,74;0,22;0,79;1,06;1,12;1,05;0,91;0,74;0,56;0,40;0,27;0,16;0,08;0,02;-0,02;-0,04;-0,05;-0,05;-0,04;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;41;1364,82;0,00;0,00;96,72;0,00;0,00;0,00;148,61;-14,01;149,27;0,00;31,80;-3,00;11,34;0,00;0,00;0,00;0,50;31,80;24,09;17,09;11,19;6,52;3,05;0,64;-0,89;-1,74;-2,09;-2,11;-1,92;-1,62;-1,28;-0,95;-0,66;-0,42;-0,24;-0,10;-0,01;0,05;0,08;0,09;0,09;0,08;0,07;0,05;0,04;0,03;0,02;0,01;-3,00;-2,27;-1,61;-1,05;-0,61;-0,29;-0,06;0,08;0,16;0,20;0,20;0,18;0,15;0,12;0,09;0,06;0,04;0,02;0,01;0,00;0,00;-0,01;-0,01;-0,01;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;-5,42;-8,21;-9,13;-8,82;-7,79;-6,42;-4,97;-3,62;-2,44;-1,50;-0,77;-0,26;0,08;0,28;0,37;0,39;0,37;0,32;0,26;0,20;0,14;0,09;0,06;0,03;0,01;-0,01;-0,01;-0,02;-0,02;-0,02;0,00;-57,46;-87,05;-96,82;-93,56;-82,66;-68,13;-52,77;-38,38;-25,93;-15,87;-8,22;-2,76;0,83;2,94;3,95;4,19;3,94;3,41;2,76;2,10;1,50;0,99;0,58;0,28;0,07;-0,07;-0,14;-0,18;-0,18;-0,16;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;42;922,58;0,00;0,00;40,92;0,00;0,00;0,00;62,31;10,22;63,14;0,00;13,33;2,19;7,67;0,00;0,00;0,00;0,50;13,33;10,10;7,17;4,69;2,73;1,28;0,27;-0,37;-0,73;-0,88;-0,88;-0,80;-0,68;-0,54;-0,40;-0,28;-0,18;-0,10;-0,04;0,00;0,02;0,03;0,04;0,04;0,03;0,03;0,02;0,02;0,01;0,01;0,00;2,19;1,66;1,18;0,77;0,45;0,21;0,04;-0,06;-0,12;-0,14;-0,14;-0,13;-0,11;-0,09;-0,07;-0,05;-0,03;-0,02;-0,01;0,00;0,00;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,95;5,99;6,66;6,44;5,69;4,69;3,63;2,64;1,78;1,09;0,57;0,19;-0,06;-0,20;-0,27;-0,29;-0,27;-0,23;-0,19;-0,14;-0,10;-0,07;-0,04;-0,02;0,00;0,00;0,01;0,01;0,01;0,01;0,00;-24,09;-36,50;-40,60;-39,23;-34,66;-28,57;-22,13;-16,09;-10,87;-6,65;-3,45;-1,16;0,35;1,23;1,66;1,76;1,65;1,43;1,16;0,88;0,63;0,42;0,24;0,12;0,03;-0,03;-0,06;-0,07;-0,08;-0,07;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;43;1387,28;0,00;0,00;77,82;0,00;0,00;0,00;120,01;-4,29;120,09;0,00;25,68;-0,92;11,53;0,00;0,00;0,00;0,50;25,68;19,46;13,80;9,04;5,27;2,47;0,52;-0,72;-1,40;-1,69;-1,70;-1,55;-1,31;-1,03;-0,77;-0,54;-0,34;-0,19;-0,08;0,00;0,04;0,07;0,07;0,07;0,06;0,05;0,04;0,03;0,02;0,01;0,01;-0,92;-0,70;-0,49;-0,32;-0,19;-0,09;-0,02;0,03;0,05;0,06;0,06;0,06;0,05;0,04;0,03;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1,66;-2,51;-2,80;-2,70;-2,39;-1,97;-1,52;-1,11;-0,75;-0,46;-0,24;-0,08;0,02;0,08;0,11;0,12;0,11;0,10;0,08;0,06;0,04;0,03;0,02;0,01;0,00;0,00;0,00;-0,01;-0,01;0,00;0,00;-46,40;-70,30;-78,19;-75,56;-66,75;-55,02;-42,62;-30,99;-20,94;-12,82;-6,64;-2,23;0,67;2,38;3,19;3,38;3,18;2,75;2,23;1,70;1,21;0,80;0,47;0,23;0,06;-0,05;-0,12;-0,14;-0,15;-0,13;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;44;932,99;0,00;0,00;33,96;0,00;0,00;0,00;49,98;15,75;52,41;0,00;10,70;3,37;7,75;0,00;0,00;0,00;0,50;10,70;8,10;5,75;3,76;2,19;1,03;0,22;-0,30;-0,58;-0,70;-0,71;-0,64;-0,54;-0,43;-0,32;-0,22;-0,14;-0,08;-0,03;0,00;0,02;0,03;0,03;0,03;0,03;0,02;0,02;0,01;0,01;0,01;0,00;3,37;2,55;1,81;1,19;0,69;0,32;0,07;-0,09;-0,18;-0,22;-0,22;-0,20;-0,17;-0,14;-0,10;-0,07;-0,04;-0,02;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;6,09;9,23;10,26;9,92;8,76;7,22;5,59;4,07;2,75;1,68;0,87;0,29;-0,09;-0,31;-0,42;-0,44;-0,42;-0,36;-0,29;-0,22;-0,16;-0,10;-0,06;-0,03;-0,01;0,01;0,02;0,02;0,02;0,02;0,00;-19,33;-29,28;-32,56;-31,47;-27,80;-22,91;-17,75;-12,91;-8,72;-5,34;-2,76;-0,93;0,28;0,99;1,33;1,41;1,32;1,15;0,93;0,71;0,50;0,33;0,20;0,09;0,02;-0,02;-0,05;-0,06;-0,06;-0,06;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;45;1317,00;0,00;0,00;83,86;0,00;0,00;0,00;129,08;-9,23;129,41;0,00;27,62;-1,98;10,95;0,00;0,00;0,00;0,50;27,62;20,93;14,84;9,72;5,67;2,65;0,56;-0,77;-1,51;-1,82;-1,83;-1,66;-1,40;-1,11;-0,83;-0,58;-0,37;-0,20;-0,09;-0,01;0,04;0,07;0,08;0,08;0,07;0,06;0,04;0,03;0,02;0,01;0,01;-1,98;-1,50;-1,06;-0,70;-0,41;-0,19;-0,04;0,06;0,11;0,13;0,13;0,12;0,10;0,08;0,06;0,04;0,03;0,01;0,01;0,00;0,00;-0,01;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-3,57;-5,41;-6,02;-5,81;-5,14;-4,23;-3,28;-2,38;-1,61;-0,99;-0,51;-0,17;0,05;0,18;0,25;0,26;0,24;0,21;0,17;0,13;0,09;0,06;0,04;0,02;0,00;0,00;-0,01;-0,01;-0,01;-0,01;0,00;-49,91;-75,61;-84,10;-81,26;-71,80;-59,18;-45,84;-33,33;-22,53;-13,78;-7,14;-2,40;0,72;2,55;3,43;3,64;3,42;2,96;2,40;1,83;1,30;0,86;0,51;0,24;0,06;-0,06;-0,12;-0,15;-0,16;-0,14;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;46;862,65;0,00;0,00;38,90;0,00;0,00;0,00;59,05;10,81;60,04;0,00;12,64;2,31;7,17;0,00;0,00;0,00;0,50;12,64;9,57;6,79;4,45;2,59;1,21;0,26;-0,35;-0,69;-0,83;-0,84;-0,76;-0,64;-0,51;-0,38;-0,26;-0,17;-0,09;-0,04;0,00;0,02;0,03;0,04;0,04;0,03;0,03;0,02;0,01;0,01;0,01;0,00;2,31;1,75;1,24;0,81;0,47;0,22;0,05;-0,06;-0,13;-0,15;-0,15;-0,14;-0,12;-0,09;-0,07;-0,05;-0,03;-0,02;-0,01;0,00;0,00;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,18;6,33;7,04;6,80;6,01;4,96;3,84;2,79;1,89;1,15;0,60;0,20;-0,06;-0,21;-0,29;-0,30;-0,29;-0,25;-0,20;-0,15;-0,11;-0,07;-0,04;-0,02;-0,01;0,00;0,01;0,01;0,01;0,01;0,00;-22,83;-34,59;-38,48;-37,18;-32,85;-27,07;-20,97;-15,25;-10,31;-6,31;-3,27;-1,10;0,33;1,17;1,57;1,67;1,56;1,35;1,10;0,84;0,60;0,39;0,23;0,11;0,03;-0,03;-0,06;-0,07;-0,07;-0,07;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;47;1741,98;0,00;0,00;87,56;0,00;0,00;0,00;135,12;-0,07;135,12;0,00;28,92;-0,01;14,48;0,00;0,00;0,00;0,50;28,92;21,90;15,54;10,17;5,93;2,78;0,59;-0,81;-1,58;-1,90;-1,92;-1,74;-1,47;-1,16;-0,87;-0,60;-0,38;-0,21;-0,09;-0,01;0,05;0,07;0,08;0,08;0,07;0,06;0,05;0,03;0,02;0,01;0,01;-0,01;-0,01;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,03;-0,04;-0,04;-0,04;-0,04;-0,03;-0,02;-0,02;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-52,24;-79,15;-88,03;-85,07;-75,16;-61,95;-47,99;-34,89;-23,58;-14,43;-7,47;-2,51;0,75;2,67;3,59;3,81;3,58;3,10;2,51;1,91;1,36;0,90;0,53;0,26;0,06;-0,06;-0,13;-0,16;-0,16;-0,15;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;48;1176,20;0,00;0,00;25,78;0,00;0,00;0,00;27,06;29,16;39,78;0,00;5,79;6,24;9,78;0,00;0,00;0,00;0,50;5,79;4,39;3,11;2,04;1,19;0,56;0,12;-0,16;-0,32;-0,38;-0,38;-0,35;-0,29;-0,23;-0,17;-0,12;-0,08;-0,04;-0,02;0,00;0,01;0,01;0,02;0,02;0,01;0,01;0,01;0,01;0,00;0,00;0,00;6,24;4,73;3,35;2,20;1,28;0,60;0,13;-0,17;-0,34;-0,41;-0,41;-0,38;-0,32;-0,25;-0,19;-0,13;-0,08;-0,05;-0,02;0,00;0,01;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,01;0,00;0,00;0,00;11,27;17,08;19,00;18,36;16,22;13,37;10,36;7,53;5,09;3,11;1,61;0,54;-0,16;-0,58;-0,78;-0,82;-0,77;-0,67;-0,54;-0,41;-0,29;-0,19;-0,11;-0,06;-0,01;0,01;0,03;0,03;0,04;0,03;0,00;-10,46;-15,85;-17,63;-17,04;-15,05;-12,41;-9,61;-6,99;-4,72;-2,89;-1,50;-0,50;0,15;0,54;0,72;0,76;0,72;0,62;0,50;0,38;0,27;0,18;0,11;0,05;0,01;-0,01;-0,03;-0,03;-0,03;-0,03;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;49;1474,56;0,00;0,00;110,59;0,00;0,00;0,00;169,62;-18,87;170,67;0,00;36,30;-4,04;12,26;0,00;0,00;0,00;0,50;36,30;27,50;19,51;12,77;7,44;3,48;0,74;-1,01;-1,98;-2,39;-2,40;-2,19;-1,85;-1,46;-1,09;-0,76;-0,48;-0,27;-0,11;-0,01;0,06;0,09;0,10;0,10;0,09;0,08;0,06;0,04;0,03;0,02;0,01;-4,04;-3,06;-2,17;-1,42;-0,83;-0,39;-0,08;0,11;0,22;0,27;0,27;0,24;0,21;0,16;0,12;0,08;0,05;0,03;0,01;0,00;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;-7,30;-11,05;-12,29;-11,88;-10,49;-8,65;-6,70;-4,87;-3,29;-2,01;-1,04;-0,35;0,11;0,37;0,50;0,53;0,50;0,43;0,35;0,27;0,19;0,13;0,07;0,04;0,01;-0,01;-0,02;-0,02;-0,02;-0,02;0,00;-65,58;-99,36;-110,51;-106,79;-94,35;-77,76;-60,24;-43,80;-29,60;-18,11;-9,38;-3,15;0,95;3,36;4,51;4,78;4,49;3,89;3,15;2,40;1,71;1,13;0,67;0,32;0,08;-0,08;-0,16;-0,20;-0,21;-0,19;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;50;908,78;0,00;0,00;40,45;0,00;0,00;0,00;61,56;10,36;62,43;0,00;13,17;2,22;7,55;0,00;0,00;0,00;0,50;13,17;9,98;7,08;4,64;2,70;1,26;0,27;-0,37;-0,72;-0,87;-0,87;-0,79;-0,67;-0,53;-0,39;-0,27;-0,17;-0,10;-0,04;0,00;0,02;0,03;0,04;0,04;0,03;0,03;0,02;0,02;0,01;0,01;0,00;2,22;1,68;1,19;0,78;0,45;0,21;0,04;-0,06;-0,12;-0,15;-0,15;-0,13;-0,11;-0,09;-0,07;-0,05;-0,03;-0,02;-0,01;0,00;0,00;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,01;6,07;6,75;6,52;5,76;4,75;3,68;2,67;1,81;1,11;0,57;0,19;-0,06;-0,21;-0,28;-0,29;-0,27;-0,24;-0,19;-0,15;-0,10;-0,07;-0,04;-0,02;0,00;0,00;0,01;0,01;0,01;0,01;0,00;-23,80;-36,06;-40,11;-38,76;-34,24;-28,22;-21,86;-15,90;-10,74;-6,57;-3,40;-1,14;0,34;1,22;1,64;1,74;1,63;1,41;1,14;0,87;0,62;0,41;0,24;0,12;0,03;-0,03;-0,06;-0,07;-0,07;-0,07;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;51;1574,81;0,00;0,00;83,25;0,00;0,00;0,00;128,44;-2,94;128,48;0,00;27,49;-0,63;13,09;0,00;0,00;0,00;0,50;27,49;20,82;14,77;9,67;5,64;2,64;0,56;-0,77;-1,50;-1,81;-1,82;-1,66;-1,40;-1,11;-0,82;-0,57;-0,37;-0,20;-0,09;-0,01;0,04;0,07;0,08;0,08;0,07;0,06;0,04;0,03;0,02;0,01;0,01;-0,63;-0,48;-0,34;-0,22;-0,13;-0,06;-0,01;0,02;0,03;0,04;0,04;0,04;0,03;0,03;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1,14;-1,72;-1,91;-1,85;-1,63;-1,35;-1,04;-0,76;-0,51;-0,31;-0,16;-0,05;0,02;0,06;0,08;0,08;0,08;0,07;0,05;0,04;0,03;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-49,66;-75,24;-83,68;-80,87;-71,44;-58,89;-45,61;-33,17;-22,42;-13,72;-7,10;-2,39;0,72;2,54;3,41;3,62;3,40;2,95;2,39;1,82;1,30;0,86;0,50;0,24;0,06;-0,06;-0,12;-0,15;-0,16;-0,14;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;52;995,71;0,00;0,00;28,52;0,00;0,00;0,00;38,27;21,74;44,02;0,00;8,19;4,65;8,28;0,00;0,00;0,00;0,50;8,19;6,20;4,40;2,88;1,68;0,79;0,17;-0,23;-0,45;-0,54;-0,54;-0,49;-0,42;-0,33;-0,25;-0,17;-0,11;-0,06;-0,03;0,00;0,01;0,02;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;4,65;3,52;2,50;1,64;0,95;0,45;0,09;-0,13;-0,25;-0,31;-0,31;-0,28;-0,24;-0,19;-0,14;-0,10;-0,06;-0,03;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;8,41;12,74;14,17;13,69;12,09;9,97;7,72;5,62;3,79;2,32;1,20;0,40;-0,12;-0,43;-0,58;-0,61;-0,58;-0,50;-0,40;-0,31;-0,22;-0,14;-0,09;-0,04;-0,01;0,01;0,02;0,03;0,03;0,02;0,00;-14,80;-22,42;-24,93;-24,09;-21,29;-17,54;-13,59;-9,88;-6,68;-4,09;-2,12;-0,71;0,21;0,76;1,02;1,08;1,01;0,88;0,71;0,54;0,39;0,25;0,15;0,07;0,02;-0,02;-0,04;-0,05;-0,05;-0,04;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;53;1421,97;0,00;0,00;96,42;0,00;0,00;0,00;148,16;-13,68;148,79;0,00;31,71;-2,93;11,82;0,00;0,00;0,00;0,50;31,71;24,02;17,04;11,16;6,50;3,04;0,64;-0,88;-1,73;-2,08;-2,10;-1,91;-1,61;-1,28;-0,95;-0,66;-0,42;-0,23;-0,10;-0,01;0,05;0,08;0,09;0,09;0,08;0,07;0,05;0,04;0,03;0,02;0,01;-2,93;-2,22;-1,57;-1,03;-0,60;-0,28;-0,06;0,08;0,16;0,19;0,19;0,18;0,15;0,12;0,09;0,06;0,04;0,02;0,01;0,00;0,00;-0,01;-0,01;-0,01;-0,01;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;-5,29;-8,01;-8,91;-8,61;-7,61;-6,27;-4,86;-3,53;-2,39;-1,46;-0,76;-0,25;0,08;0,27;0,36;0,39;0,36;0,31;0,25;0,19;0,14;0,09;0,05;0,03;0,01;-0,01;-0,01;-0,02;-0,02;-0,02;0,00;-57,29;-86,79;-96,53;-93,28;-82,41;-67,93;-52,62;-38,26;-25,86;-15,82;-8,19;-2,75;0,83;2,93;3,94;4,18;3,93;3,40;2,75;2,10;1,50;0,99;0,58;0,28;0,07;-0,07;-0,14;-0,18;-0,18;-0,16;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;54;842,94;0,00;0,00;38,24;0,00;0,00;0,00;57,98;11,00;59,02;0,00;12,41;2,35;7,01;0,00;0,00;0,00;0,50;12,41;9,40;6,67;4,37;2,54;1,19;0,25;-0,35;-0,68;-0,82;-0,82;-0,75;-0,63;-0,50;-0,37;-0,26;-0,16;-0,09;-0,04;0,00;0,02;0,03;0,04;0,03;0,03;0,03;0,02;0,01;0,01;0,01;0,00;2,35;1,78;1,27;0,83;0,48;0,23;0,05;-0,07;-0,13;-0,15;-0,16;-0,14;-0,12;-0,09;-0,07;-0,05;-0,03;-0,02;-0,01;0,00;0,00;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,25;6,44;7,17;6,93;6,12;5,04;3,91;2,84;1,92;1,17;0,61;0,20;-0,06;-0,22;-0,29;-0,31;-0,29;-0,25;-0,20;-0,16;-0,11;-0,07;-0,04;-0,02;-0,01;0,00;0,01;0,01;0,01;0,01;0,00;-22,42;-33,96;-37,78;-36,50;-32,25;-26,58;-20,59;-14,97;-10,12;-6,19;-3,21;-1,08;0,32;1,15;1,54;1,63;1,54;1,33;1,08;0,82;0,59;0,39;0,23;0,11;0,03;-0,03;-0,06;-0,07;-0,07;-0,06;
13;180,00;-3,90;-1,70;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;55;1190,97;0,00;0,00;71,89;0,00;0,00;0,00;110,82;-5,12;110,94;0,00;23,72;-1,10;9,90;0,00;0,00;0,00;0,50;23,72;17,97;12,75;8,34;4,86;2,28;0,48;-0,66;-1,29;-1,56;-1,57;-1,43;-1,21;-0,96;-0,71;-0,49;-0,32;-0,18;-0,07;0,00;0,04;0,06;0,07;0,07;0,06;0,05;0,04;0,03;0,02;0,01;0,01;-1,10;-0,83;-0,59;-0,39;-0,22;-0,11;-0,02;0,03;0,06;0,07;0,07;0,07;0,06;0,04;0,03;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1,98;-3,00;-3,33;-3,22;-2,85;-2,35;-1,82;-1,32;-0,89;-0,55;-0,28;-0,10;0,03;0,10;0,14;0,14;0,14;0,12;0,10;0,07;0,05;0,03;0,02;0,01;0,00;0,00;0,00;-0,01;-0,01;-0,01;0,00;-42,85;-64,92;-72,20;-69,77;-61,64;-50,81;-39,36;-28,62;-19,34;-11,84;-6,13;-2,06;0,62;2,19;2,95;3,12;2,94;2,54;2,06;1,57;1,12;0,74;0,44;0,21;0,05;-0,05;-0,11;-0,13;-0,13;-0,12;
